episode,model,config,r_horiz_km,r_vert_km,success,killed_by_sam,crashed,score,steps,min_tf,in_radar_steps,progress_mean,range2d_last_m
46,FineTune,Base (100%),10.0,5.0,True,False,False,979.1753281873503,2586,1.421513560175906,2150,0.01391744491286014,1494.3076405037314
47,FineTune,Base (100%),10.0,5.0,True,False,False,862.3067090746764,3185,1.2300443248687867,3185,0.009341351596800919,1488.326760029035
48,FineTune,Base (100%),10.0,5.0,True,False,False,886.2329433587712,3793,1.2495584494414906,3793,0.009099293792382371,1496.958481270406
49,FineTune,Base (100%),10.0,5.0,False,True,False,-540.1966079502067,1733,0.9996883827988732,1733,0.00830928833255181,23392.39810112023
0,FineTune,Scale 120%,12.0,6.0,False,True,False,-577.3209013304621,1488,0.9992677469586873,1488,0.009804728591999537,16365.29194965167
1,FineTune,Scale 120%,12.0,6.0,True,False,False,913.9804088182576,1905,1.4197039601862107,1905,0.015642297052293364,1495.078798264795
2,FineTune,Scale 120%,12.0,6.0,False,True,False,-528.8514190478426,864,0.9989420853979765,864,0.01002570326346717,27793.449611499953
3,FineTune,Scale 120%,12.0,6.0,False,False,True,-565.795907448336,2094,1.4977401287211596,2094,0.015597231888174468,2900.575118387
4,FineTune,Scale 120%,12.0,6.0,False,True,False,-571.6548447210131,2358,0.9995186775392817,2358,0.008507424717154393,17537.495323560786
5,FineTune,Scale 120%,12.0,6.0,False,True,False,-517.9444581083051,604,0.9998578577595265,604,0.010646495499315319,31370.429210311228
6,FineTune,Scale 120%,12.0,6.0,False,True,False,-578.1758242083334,1629,0.9996066987978839,1629,0.010413018331123134,14593.078128486672
7,FineTune,Scale 120%,12.0,6.0,False,False,True,-665.8238195487189,2661,1.0812260106747484,2661,0.01128532404785156,3241.926175057215
8,FineTune,Scale 120%,12.0,6.0,False,True,False,-580.9821051041051,1468,0.9991598080506956,1468,0.00891351695354729,18226.73020893294
9,FineTune,Scale 120%,12.0,6.0,False,True,False,-520.7645929281551,700,0.9999849335098474,700,0.011185783446482295,26556.878267642434
10,FineTune,Scale 120%,12.0,6.0,True,False,False,858.3484424625194,3286,1.2205548826651786,2456,0.01129520465364928,1225.0008868101297
11,FineTune,Scale 120%,12.0,6.0,False,True,False,-519.880267245588,570,0.9999489969585496,570,0.010718159235134523,30731.925762443534
12,FineTune,Scale 120%,12.0,6.0,False,True,False,-584.7293769744007,2097,0.9995243436720476,2097,0.00969475907505761,17557.16658732822
13,FineTune,Scale 120%,12.0,6.0,False,True,False,-520.9495471149932,575,0.9996443690015773,575,0.010670666164057353,28468.69177240397
14,FineTune,Scale 120%,12.0,6.0,False,False,True,-623.0159478965187,3204,1.3174186821681109,3204,0.01053788319339186,2937.268216738773
15,FineTune,Scale 120%,12.0,6.0,False,False,True,-595.8389562289486,2297,1.3241238719559227,2297,0.013226939280655067,5981.387243373471
16,FineTune,Scale 120%,12.0,6.0,False,True,False,-572.1736802609773,1151,0.9997918568731833,1151,0.009053967413844788,19898.834442074854
17,FineTune,Scale 120%,12.0,6.0,False,True,False,-527.7017678430725,789,0.9956142270705599,789,0.014799011772740633,26875.284011797983
18,FineTune,Scale 120%,12.0,6.0,False,True,False,-579.7639547977275,1571,0.9998201963820195,1571,0.009971545350501997,17284.672265328412
19,FineTune,Scale 120%,12.0,6.0,False,True,False,-521.5988295874497,718,0.999772658030782,718,0.011115403930869171,28678.770501015388
20,FineTune,Scale 120%,12.0,6.0,False,True,False,-578.1003811102105,1310,0.9992528164040785,1310,0.008940339817052851,18526.756586523446
21,FineTune,Scale 120%,12.0,6.0,False,False,True,-604.8810997095121,1970,1.3112125477011742,1970,0.014866220408268165,2339.085838474813
22,FineTune,Scale 120%,12.0,6.0,False,False,True,-592.6053689567506,2028,1.261866179938091,2028,0.015996242304789823,2036.0141784554792
23,FineTune,Scale 120%,12.0,6.0,False,True,False,-570.9504887339509,1819,0.9994328746767046,1819,0.008750870404003254,17714.242084621153
24,FineTune,Scale 120%,12.0,6.0,True,False,False,945.3130132270772,2758,1.5746617851583045,2758,0.013639012178964556,1488.2474126463533
25,FineTune,Scale 120%,12.0,6.0,False,False,True,-588.3522416251476,2414,1.2307354190448851,2414,0.015137700085325825,1262.964142634167
26,FineTune,Scale 120%,12.0,6.0,False,True,False,-583.9484455424941,1249,0.9998435911572052,1249,0.008552467522010252,20294.730434324338
27,FineTune,Scale 120%,12.0,6.0,False,True,False,-593.1457202703315,1982,0.9993150688944792,1982,0.008228393381664036,16764.90593969907
28,FineTune,Scale 120%,12.0,6.0,False,False,True,-597.8081392889269,2582,1.2749088385737968,2582,0.013503001749690064,2738.1558482005266
29,FineTune,Scale 120%,12.0,6.0,True,False,False,864.277444436708,2657,1.2368477611767545,2657,0.012934749457659373,1489.5971220942024
30,FineTune,Scale 120%,12.0,6.0,False,True,False,-543.1397727167551,693,0.9997933309389734,693,0.00843377950882749,24583.442069923207
31,FineTune,Scale 120%,12.0,6.0,True,False,False,896.4902305047119,2067,1.398497290953998,2067,0.014818531164713525,416.6069210940725
32,FineTune,Scale 120%,12.0,6.0,False,True,False,-522.5289514990613,624,0.9998146739020088,624,0.01016828115546911,29481.401390914372
33,FineTune,Scale 120%,12.0,6.0,False,False,True,-598.1014270717262,2587,1.2309702151580686,2587,0.012657886951341254,6858.462550737974
34,FineTune,Scale 120%,12.0,6.0,False,False,True,-587.6604973510327,2168,1.2901023693628801,2168,0.015063756289277414,2223.6306430032732
35,FineTune,Scale 120%,12.0,6.0,False,False,True,-619.8714008992639,2575,1.2327850636040585,2575,0.012796547078067795,1798.6972496262795
36,FineTune,Scale 120%,12.0,6.0,True,False,False,923.6936806392365,2443,1.549512127451307,2443,0.013519381799353917,1375.7337028739003
37,FineTune,Scale 120%,12.0,6.0,False,True,False,-605.1270242417797,1720,0.9999905367514847,1720,0.008371540803272005,17016.163330551146
38,FineTune,Scale 120%,12.0,6.0,True,False,False,922.9904372850907,1869,1.417839658780656,1869,0.01676368483032486,1494.9449016061149
39,FineTune,Scale 120%,12.0,6.0,False,True,False,-617.9622128093256,1466,0.9998838486193363,1466,0.007989798282288121,19377.327345173944
40,FineTune,Scale 120%,12.0,6.0,True,False,False,931.1121200418424,2113,1.3956322619274437,2113,0.01612807633284459,1485.53042932392
41,FineTune,Scale 120%,12.0,6.0,False,True,False,-603.9738328572406,1703,0.99965767991035,1703,0.009166079812660198,17576.223555815985
42,FineTune,Scale 120%,12.0,6.0,False,True,False,-520.6625733831926,471,0.9996278016946305,471,0.010919698912764415,27430.631158435594
43,FineTune,Scale 120%,12.0,6.0,False,False,True,-591.8161924215001,2138,1.4357231227376,2138,0.01574588968515263,701.9287486310124
44,FineTune,Scale 120%,12.0,6.0,True,False,False,891.9738725062065,2570,1.2128601625863304,2570,0.01457289125050576,1474.6778202488308
45,FineTune,Scale 120%,12.0,6.0,False,True,False,-517.3785830429706,627,0.9992792666412286,627,0.01083642005151897,30943.401050689354
46,FineTune,Scale 120%,12.0,6.0,False,False,False,-268.5913343970107,3999,1.3547537331542325,2019,0.006650944168661,10887.69445468452
47,FineTune,Scale 120%,12.0,6.0,False,True,False,-526.4900882836955,570,0.9999345582604642,570,0.010633301922267536,25179.549500147557
48,FineTune,Scale 120%,12.0,6.0,False,False,True,-601.8022743661452,2508,1.3969086554624304,2508,0.013369812900315263,2479.0890817860986
49,FineTune,Scale 120%,12.0,6.0,False,True,False,-524.9202384671071,794,0.9999821556982325,794,0.010610009957388913,29368.0468752657
0,FineTune,Scale 150%,15.0,7.5,False,True,False,-519.6924015192966,491,0.999754351050264,491,0.010773496835118938,25664.941148503578
1,FineTune,Scale 150%,15.0,7.5,False,True,False,-517.6217280943762,503,0.9993790242153622,503,0.012092300015596046,25211.227775038824
2,FineTune,Scale 150%,15.0,7.5,False,True,False,-516.3374739948551,348,0.9990719447297259,348,0.008726891488650594,33418.698993085156
3,FineTune,Scale 150%,15.0,7.5,True,False,False,850.2363255694175,2112,1.0899440864827241,2112,0.0162473268813271,1246.824318861569
4,FineTune,Scale 150%,15.0,7.5,True,False,False,860.1923518428808,2200,1.1538692819614311,2200,0.016412276222942383,1490.9951161377192
5,FineTune,Scale 150%,15.0,7.5,False,True,False,-512.9990319091787,250,0.9994783280593749,250,0.008984719117252911,35554.7327125845
6,FineTune,Scale 150%,15.0,7.5,False,True,False,-517.0351808649154,521,0.9999043638997007,521,0.012938456643805205,24814.949078463724
7,FineTune,Scale 150%,15.0,7.5,False,True,False,-504.99864824627247,93,0.9997741989051742,93,0.011010180083393578,32248.22671863463
8,FineTune,Scale 150%,15.0,7.5,False,True,False,-515.7074787062146,370,0.9992381150657226,370,0.012009605718919304,26868.218980740083
9,FineTune,Scale 150%,15.0,7.5,False,True,False,-515.567745101673,327,0.9989463039119024,327,0.008972543616580897,31452.904917558146
10,FineTune,Scale 150%,15.0,7.5,False,True,False,-517.5412405835607,452,0.9991248106465479,452,0.010329431859394488,33672.14017825532
11,FineTune,Scale 150%,15.0,7.5,False,True,False,-506.145508048764,115,0.999860473694462,115,0.011100844533106002,35564.67940516293
12,FineTune,Scale 150%,15.0,7.5,True,False,False,846.6982162721072,2196,1.1088880171764668,2196,0.016901298865811175,771.8240584026327
13,FineTune,Scale 150%,15.0,7.5,False,True,False,-505.67962429886825,108,0.9995898659813754,108,0.010792243571731959,33438.76251098993
14,FineTune,Scale 150%,15.0,7.5,True,False,False,851.0638245355103,2065,1.0252278857412471,2065,0.017051992305811114,1488.2818568664225
15,FineTune,Scale 150%,15.0,7.5,False,True,False,-516.5734966549031,390,0.9992429331075132,390,0.010098722558150376,32425.16497335949
16,FineTune,Scale 150%,15.0,7.5,False,True,False,-504.57480640921835,90,0.9995280964428892,90,0.011553095327388213,29280.172355945124
17,FineTune,Scale 150%,15.0,7.5,False,True,False,-518.2418573005549,446,0.9990547057079319,446,0.00966636061437778,34240.50746647786
18,FineTune,Scale 150%,15.0,7.5,False,True,False,-517.6093431870648,511,0.9993256922388727,511,0.01179871684338743,26920.825703996146
19,FineTune,Scale 150%,15.0,7.5,False,True,False,-516.7239485411651,346,0.9997383995537492,346,0.008814597361736233,33609.77983621864
20,FineTune,Scale 150%,15.0,7.5,False,True,False,-507.9760967324659,153,0.9999548174772438,153,0.011149850541746935,28532.674613975414
21,FineTune,Scale 150%,15.0,7.5,False,True,False,-515.105596008538,379,0.9996209380561127,379,0.011933793046575963,27102.632478110874
22,FineTune,Scale 150%,15.0,7.5,False,True,False,-517.7486907917026,498,0.9999398525946812,498,0.011285322154420135,28856.30313966788
23,FineTune,Scale 150%,15.0,7.5,False,True,False,-519.2713897999545,652,0.999267483347785,652,0.011635246919289941,26045.89435812593
24,FineTune,Scale 150%,15.0,7.5,True,False,False,861.4427417536276,2340,1.1377326319041419,2340,0.0162677141667803,1038.1918519646345
25,FineTune,Scale 150%,15.0,7.5,False,True,False,-517.4259613720795,419,0.9994390409825371,419,0.00991106975287688,33652.633922155284
26,FineTune,Scale 150%,15.0,7.5,False,True,False,-500.0,1,0.990444096871103,1,0.011092680380810634,30965.669688934227
27,FineTune,Scale 150%,15.0,7.5,False,True,False,-518.4934407834885,562,0.9999481497624144,562,0.011425284548059618,26652.57170614772
28,FineTune,Scale 150%,15.0,7.5,False,True,False,-518.3661014744986,628,0.9993001742994856,628,0.01094213582136811,30731.24507008109
29,FineTune,Scale 150%,15.0,7.5,False,True,False,-516.5060059525315,400,0.9991261973623176,400,0.009863016089435865,31912.019995320676
30,FineTune,Scale 150%,15.0,7.5,False,True,False,-500.0,1,0.9200756770150729,1,0.011202898484494654,30416.848371055985
31,FineTune,Scale 150%,15.0,7.5,False,True,False,-517.0489338697463,479,0.9995628827039404,479,0.012099122413959246,25251.031202270507
32,FineTune,Scale 150%,15.0,7.5,False,True,False,-504.5473281992516,83,0.9998689953198695,83,0.01109316471124975,34905.676160893316
33,FineTune,Scale 150%,15.0,7.5,False,False,False,-380.20725772816024,3999,1.012287623287189,2726,0.007566457344028131,9346.153175089381
34,FineTune,Scale 150%,15.0,7.5,True,False,False,844.6463738214812,2230,1.0740507591776751,2230,0.015510339500803638,293.79719136473585
35,FineTune,Scale 150%,15.0,7.5,False,True,False,-517.867536433166,460,0.9992704751944308,460,0.010928041055631698,29722.90709006025
36,FineTune,Scale 150%,15.0,7.5,True,False,False,845.6005163331782,2170,1.1753119823784741,2170,0.015518036599031285,729.4440187975944
37,FineTune,Scale 150%,15.0,7.5,False,True,False,-514.8437240928461,360,0.9995983638164487,360,0.011863958764072972,27144.18835711282
38,FineTune,Scale 150%,15.0,7.5,False,True,False,-522.9027573228558,589,0.9997897817634344,589,0.009915735686239028,26985.903530288382
39,FineTune,Scale 150%,15.0,7.5,False,True,False,-500.0,1,0.8764567808801944,1,0.011085217637515597,31079.286409370634
40,FineTune,Scale 150%,15.0,7.5,True,False,False,861.7668514686077,2060,1.1681365789351497,2060,0.016948347251248195,650.5603830532908
41,FineTune,Scale 150%,15.0,7.5,False,True,False,-516.1304446604604,380,0.9995521387473273,380,0.011319598097118367,28884.610199871277
42,FineTune,Scale 150%,15.0,7.5,False,True,False,-500.0,1,0.9518249736951487,1,0.01107362593790458,32562.73572040977
43,FineTune,Scale 150%,15.0,7.5,True,False,False,862.8480544108198,1877,1.1136156790143519,1877,0.017512214294563976,1496.214664590775
44,FineTune,Scale 150%,15.0,7.5,False,True,False,-518.3893510786337,494,0.9996683793015382,494,0.010346987098436356,33815.59670742106
45,FineTune,Scale 150%,15.0,7.5,False,True,False,-514.3959046154699,291,0.9999628585714937,291,0.008764821139806506,35187.27347130793
46,FineTune,Scale 150%,15.0,7.5,False,False,True,-670.4296652996632,2445,1.1225869928945014,2445,0.014461921324437445,2125.4225469102694
47,FineTune,Scale 150%,15.0,7.5,False,True,False,-500.0,1,0.987030850211299,1,0.011128364519616298,31229.403231320437
48,FineTune,Scale 150%,15.0,7.5,False,True,False,-515.6401278099478,345,0.9991158532721977,345,0.009140709633899152,32857.03501208152
49,FineTune,Scale 150%,15.0,7.5,False,True,False,-517.0271813239793,358,0.9996162909756867,358,0.008374976064477917,34794.15335034932
