episode,opponent,success,text_width
715,past_self_00299,False,528
716,pd_anchor,True,596
717,pd_anchor,True,596
718,pd_anchor,True,596
719,pd_anchor,False,492
720,past_self_00679,False,528
721,pd_anchor,True,596
722,pd_anchor,True,596
723,pd_anchor,True,596
724,pd_anchor,True,596
725,past_self_00299,False,528
726,past_self_00479,False,528
727,past_self_00339,False,528
728,pd_anchor,True,596
729,past_self_00239,False,528
730,pd_anchor,True,596
731,pd_anchor,True,596
732,pd_anchor,True,596
733,pd_anchor,True,596
734,pd_anchor,True,596
735,pd_anchor,True,596
736,pd_anchor,True,596
737,pd_anchor,True,596
738,past_self_00679,False,528
739,pd_anchor,True,596
740,past_self_00459,False,528
741,pd_anchor,True,596
742,pd_anchor,True,596
743,pd_anchor,True,596
744,pd_anchor,True,596
745,pd_anchor,False,492
746,pd_anchor,True,596
747,past_self_00299,False,528
748,pd_anchor,True,596
749,pd_anchor,False,492
750,pd_anchor,True,596
751,pd_anchor,True,596
752,pd_anchor,True,596
753,pd_anchor,True,596
754,pd_anchor,True,596
755,pd_anchor,False,492
756,past_self_00299,False,528
757,pd_anchor,True,596
758,pd_anchor,True,596
759,pd_anchor,True,596
760,past_self_00239,False,528
761,pd_anchor,True,596
762,pd_anchor,True,596
763,pd_anchor,True,596
764,past_self_00559,False,528
765,pd_anchor,True,596
766,pd_anchor,True,596
767,past_self_00239,False,528
768,pd_anchor,True,596
769,past_self_00359,False,528
770,pd_anchor,True,596
771,pd_anchor,True,596
772,pd_anchor,True,596
773,pd_anchor,False,492
774,pd_anchor,True,596
775,pd_anchor,True,596
776,pd_anchor,False,492
777,pd_anchor,False,492
778,pd_anchor,False,492
779,pd_anchor,True,596
780,pd_anchor,True,596
781,pd_anchor,False,492
782,past_self_00359,False,528
783,pd_anchor,True,596
784,pd_anchor,True,596
785,pd_anchor,True,596
786,past_self_00299,False,528
787,pd_anchor,True,596
788,pd_anchor,True,596
789,pd_anchor,True,596
790,pd_anchor,True,596
791,pd_anchor,True,596
792,past_self_00299,False,528
793,past_self_00559,False,528
794,past_self_00559,False,528
795,past_self_00339,False,528
796,pd_anchor,True,596
797,past_self_00459,False,528
798,pd_anchor,False,492
799,pd_anchor,True,596
800,pd_anchor,False,492
801,pd_anchor,False,492
802,pd_anchor,True,596
803,pd_anchor,True,596
804,pd_anchor,True,596
805,pd_anchor,True,596
806,pd_anchor,False,492
807,pd_anchor,False,492
808,pd_anchor,True,596
809,pd_anchor,True,596
810,pd_anchor,True,596
811,pd_anchor,True,596
812,pd_anchor,True,596
813,pd_anchor,True,596
814,pd_anchor,True,596
815,pd_anchor,True,596
816,pd_anchor,True,596
817,pd_anchor,True,596
818,pd_anchor,True,596
819,pd_anchor,True,596
820,pd_anchor,True,596
821,pd_anchor,True,596
822,pd_anchor,False,492
823,pd_anchor,False,492
824,pd_anchor,True,596
825,pd_anchor,True,596
826,pd_anchor,True,596
827,pd_anchor,True,596
828,pd_anchor,True,596
829,pd_anchor,True,596
830,past_self_00559,False,528
831,pd_anchor,True,596
832,pd_anchor,True,596
833,past_self_00819,False,528
834,pd_anchor,True,596
835,pd_anchor,True,596
836,pd_anchor,True,596
837,past_self_00679,False,528
838,pd_anchor,True,596
839,pd_anchor,True,596
840,past_self_00679,False,528
841,pd_anchor,True,596
842,pd_anchor,True,596
843,pd_anchor,False,492
844,pd_anchor,True,596
845,pd_anchor,True,596
846,pd_anchor,True,596
847,pd_anchor,False,492
848,past_self_00299,False,528
849,pd_anchor,True,596
850,pd_anchor,True,596
851,pd_anchor,True,596
852,pd_anchor,True,596
853,pd_anchor,True,596
854,pd_anchor,True,596
855,past_self_00299,False,528
856,pd_anchor,True,596
857,pd_anchor,True,596
858,pd_anchor,True,596
859,pd_anchor,True,596
860,past_self_00459,False,528
861,pd_anchor,True,596
862,pd_anchor,True,596
863,past_self_00479,False,528
864,pd_anchor,True,596
865,pd_anchor,True,596
866,pd_anchor,True,596
867,pd_anchor,True,596
868,pd_anchor,True,596
869,pd_anchor,True,596
870,pd_anchor,True,596
871,pd_anchor,True,596
872,pd_anchor,True,596
873,past_self_00559,False,528
