episode,model,config,r_horiz_km,r_vert_km,success,killed_by_sam,crashed,score,steps,min_tf,in_radar_steps,progress_mean,range2d_last_m
46,Scratch,Base (100%),10.0,5.0,False,True,False,-518.8072059538421,1181,0.9995737129856495,1181,0.006296096699725662,30049.129982783827
47,Scratch,Base (100%),10.0,5.0,False,True,False,-524.3850529843401,733,0.9999272245926843,733,0.006371394763544316,26570.29923416189
48,Scratch,Base (100%),10.0,5.0,False,True,False,-522.9358217884559,1221,0.9998208946927126,1221,0.00606338146759612,28607.191063841918
49,Scratch,Base (100%),10.0,5.0,False,True,False,-519.0721435890092,1067,0.9996978877193518,1067,0.006458309491848896,30901.378553629642
0,Scratch,Scale 120%,12.0,6.0,False,True,False,-537.07286551123,1021,0.9998399097803166,1021,0.005875172351203149,24956.177123968584
1,Scratch,Scale 120%,12.0,6.0,False,True,False,-536.7680658785224,1184,0.999988154111656,1184,0.005901035186147677,24306.82902248479
2,Scratch,Scale 120%,12.0,6.0,False,True,False,-522.1273051268973,732,0.9988672136838633,732,0.006880531958731083,31419.107837344454
3,Scratch,Scale 120%,12.0,6.0,False,True,False,-529.2935469868061,1172,0.9996069296603949,1172,0.006184913810349877,28312.45970649433
4,Scratch,Scale 120%,12.0,6.0,False,False,True,-557.9635297641908,2285,1.3608806570155392,2285,0.0037497645843488025,29029.790731373723
5,Scratch,Scale 120%,12.0,6.0,False,True,False,-520.3697427210031,618,0.9998916600372905,618,0.007195345844149643,33354.18876021307
6,Scratch,Scale 120%,12.0,6.0,False,True,False,-540.3941543133662,1266,0.9995220731664816,1266,0.005848931858845898,24151.13725658733
7,Scratch,Scale 120%,12.0,6.0,False,True,False,-520.3164047821107,529,0.9991319008914353,529,0.006933121890419337,29604.5519863584
8,Scratch,Scale 120%,12.0,6.0,False,True,False,-537.662365936684,948,0.9994091258810618,948,0.005821348778677589,25793.134454553874
9,Scratch,Scale 120%,12.0,6.0,False,True,False,-524.4927227180185,709,0.9999837923489512,709,0.006703132808096022,29634.40551924002
10,Scratch,Scale 120%,12.0,6.0,False,True,False,-523.3434834265975,921,0.99922559967646,921,0.006737285754679895,32136.003198641458
11,Scratch,Scale 120%,12.0,6.0,False,True,False,-517.8746920775606,522,0.999667406094767,522,0.007460156006883087,32947.07509087715
12,Scratch,Scale 120%,12.0,6.0,False,True,False,-522.4092972199155,1479,0.9991023756462878,1479,0.006373089553904248,28461.276917499603
13,Scratch,Scale 120%,12.0,6.0,False,True,False,-519.783550774906,534,0.999085911918338,534,0.007021900056570393,30854.63018652822
14,Scratch,Scale 120%,12.0,6.0,False,True,False,-527.3017753208012,1421,0.9992901540962923,1421,0.006144678683786081,27969.057558706314
15,Scratch,Scale 120%,12.0,6.0,False,True,False,-523.4694716339665,811,0.9990711480479391,811,0.006778902470022942,30865.9768678494
16,Scratch,Scale 120%,12.0,6.0,False,True,False,-520.8230016597932,540,0.9994256631753151,540,0.0069112343044147595,26587.884411026094
17,Scratch,Scale 120%,12.0,6.0,False,True,False,-520.6542331459293,896,0.9996220690068209,896,0.0069551084369413605,32319.927140990887
18,Scratch,Scale 120%,12.0,6.0,False,True,False,-537.8526078517923,1197,0.9998969647121756,1197,0.005888740647807922,25901.147455541046
19,Scratch,Scale 120%,12.0,6.0,False,True,False,-522.0562362314424,688,0.9992113610053862,688,0.0069055924465089655,31908.58292018121
20,Scratch,Scale 120%,12.0,6.0,False,True,False,-522.5474578089495,568,0.9992817616896812,568,0.00686197205474986,26341.001619764775
21,Scratch,Scale 120%,12.0,6.0,False,True,False,-539.2647997033527,1022,0.9999197891050259,1022,0.005701880590065459,25798.218079716262
22,Scratch,Scale 120%,12.0,6.0,False,True,False,-534.4868455009545,1145,0.9997074062137514,1145,0.0059530479674363345,27660.15364985452
23,Scratch,Scale 120%,12.0,6.0,False,True,False,-533.1476459610298,1438,0.9997434750708467,1438,0.005883450153723689,25171.674028448313
24,Scratch,Scale 120%,12.0,6.0,False,True,False,-514.063643620718,1861,0.9993995576059252,1861,0.006402319294942971,27189.92679434164
25,Scratch,Scale 120%,12.0,6.0,False,True,False,-522.1544899763684,858,0.9997195351863598,858,0.00683424093972254,31941.593422328584
26,Scratch,Scale 120%,12.0,6.0,False,True,False,-515.755700107247,400,0.9992156645768496,400,0.006994380627417368,28179.01011834809
27,Scratch,Scale 120%,12.0,6.0,False,True,False,-534.0431464484531,1273,0.9999561646060786,1273,0.005922062847727996,25534.79561699949
28,Scratch,Scale 120%,12.0,6.0,False,True,False,-524.674394483242,1279,0.9996736427842412,1279,0.006391325369194453,29428.401218700546
29,Scratch,Scale 120%,12.0,6.0,False,True,False,-524.5313977791329,900,0.999158338349964,900,0.006674095867448916,29850.540150390996
30,Scratch,Scale 120%,12.0,6.0,False,True,False,-514.2555357999771,336,0.9985317526919028,336,0.006793048869682398,28145.586849327196
31,Scratch,Scale 120%,12.0,6.0,False,True,False,-538.267880090278,1183,0.9997955420094111,1183,0.005795893414490013,24189.96892921529
32,Scratch,Scale 120%,12.0,6.0,False,True,False,-519.3417945452995,515,0.9998818767477577,515,0.007087878954943855,32176.151170130917
33,Scratch,Scale 120%,12.0,6.0,False,True,False,-521.3835480295955,757,0.9990472824583221,757,0.007013599046236619,34295.12161585669
34,Scratch,Scale 120%,12.0,6.0,False,True,False,-533.0711014901256,1071,0.9994195646529328,1071,0.006148495047173423,28296.816082633963
35,Scratch,Scale 120%,12.0,6.0,False,True,False,-532.1069255775636,1012,0.9999261406915028,1012,0.006162044372987723,28513.817070187088
36,Scratch,Scale 120%,12.0,6.0,False,True,False,-532.5250512106312,1384,0.9999373700877701,1384,0.006055201677983229,26023.18431636675
37,Scratch,Scale 120%,12.0,6.0,False,True,False,-538.0537584263695,965,0.9999161841292737,965,0.005778830571161193,25838.642011008364
38,Scratch,Scale 120%,12.0,6.0,False,True,False,-537.0158493890671,1156,0.9993749520854174,1156,0.005953103018842241,25944.48475970154
39,Scratch,Scale 120%,12.0,6.0,False,True,False,-513.7037726323347,301,0.9999260564732195,301,0.006799322892891523,29043.775436247804
40,Scratch,Scale 120%,12.0,6.0,False,True,False,-529.4326307294948,1356,0.9998851858579915,1356,0.006204488103341365,27150.86985249366
41,Scratch,Scale 120%,12.0,6.0,False,True,False,-533.7010519084855,905,0.9996853747497695,905,0.006040139812249578,27719.730946690222
42,Scratch,Scale 120%,12.0,6.0,False,True,False,-514.7543196989867,359,0.9988445778769345,359,0.006994581017904319,30062.754760920026
43,Scratch,Scale 120%,12.0,6.0,False,True,False,-533.3425159469554,1219,0.9998690818079821,1219,0.006144265899491638,26876.780764007075
44,Scratch,Scale 120%,12.0,6.0,False,True,False,-524.6439175138884,999,0.9996991448262919,999,0.00661988732330495,32313.740898066837
45,Scratch,Scale 120%,12.0,6.0,False,True,False,-520.9897778226449,671,0.999001084535349,671,0.007044455877671277,33011.0065290742
46,Scratch,Scale 120%,12.0,6.0,False,True,False,-525.531785100235,832,0.9994401663766788,832,0.0066623646819423624,31941.732769783794
47,Scratch,Scale 120%,12.0,6.0,False,True,False,-515.2741288856163,388,0.9999473391235424,388,0.007151410224353946,28465.78442879055
48,Scratch,Scale 120%,12.0,6.0,False,True,False,-521.4217837221812,775,0.9990777439098182,775,0.006947589626659647,30626.1978751155
49,Scratch,Scale 120%,12.0,6.0,False,True,False,-521.6564128390577,726,0.998837306650167,726,0.006925700254283525,32764.336396822568
0,Scratch,Scale 150%,15.0,7.5,False,True,False,-519.0322207615791,443,0.9996016192060673,443,0.007131266273035868,27795.57713559209
1,Scratch,Scale 150%,15.0,7.5,False,True,False,-525.6216058697414,603,0.9999977699473984,603,0.006745517377916418,27226.10770400004
2,Scratch,Scale 150%,15.0,7.5,False,True,False,-515.1725087614326,326,0.9997904942134982,326,0.0069519383287699205,34189.32533595661
3,Scratch,Scale 150%,15.0,7.5,False,True,False,-525.3208473008892,637,0.9993759103811443,637,0.0069761392620165535,31117.37798231984
4,Scratch,Scale 150%,15.0,7.5,False,True,False,-538.9724716726585,1123,0.9992860266264771,1123,0.006391356512195693,30420.509443414965
5,Scratch,Scale 150%,15.0,7.5,False,True,False,-512.4662878831111,248,0.9990023279900577,248,0.006786567122584353,36117.84384549662
6,Scratch,Scale 150%,15.0,7.5,False,True,False,-527.7063887949162,656,0.9994298830789012,656,0.00673454754367125,27138.021801237897
7,Scratch,Scale 150%,15.0,7.5,False,True,False,-506.81389100305705,126,0.9995510796318574,126,0.008284856751156684,32228.281515744497
8,Scratch,Scale 150%,15.0,7.5,False,True,False,-516.3306568676646,375,0.9990996575806977,375,0.00704027971998217,28671.66820174691
9,Scratch,Scale 150%,15.0,7.5,False,True,False,-514.5509446021958,300,0.9994063096563124,300,0.006745104052563834,32363.395464410947
10,Scratch,Scale 150%,15.0,7.5,False,True,False,-518.7972255327132,460,0.9992091319042583,460,0.0074560767171575745,34911.24808880915
11,Scratch,Scale 150%,15.0,7.5,False,True,False,-508.90450093918105,167,0.9997624110701023,167,0.007439966152652173,35598.80217897721
12,Scratch,Scale 150%,15.0,7.5,False,True,False,-534.9155107631176,1012,0.9999477034225167,1012,0.006463112595359718,31346.406421219952
13,Scratch,Scale 150%,15.0,7.5,False,True,False,-507.1950703277251,136,0.9994198915017491,136,0.008168891803123081,33493.35553151207
14,Scratch,Scale 150%,15.0,7.5,False,True,False,-531.0023972264497,879,0.9994312137580003,879,0.006647561030427632,30857.439822620472
15,Scratch,Scale 150%,15.0,7.5,False,True,False,-516.2612699115435,374,0.9995422668254734,374,0.0071955241088205325,33672.54075433913
16,Scratch,Scale 150%,15.0,7.5,False,True,False,-507.1182301263275,132,0.9999246334013145,132,0.008198174094824883,29237.79195489318
17,Scratch,Scale 150%,15.0,7.5,False,True,False,-518.0860731201351,454,0.9990017352993718,454,0.007571559443952859,35114.21631293575
18,Scratch,Scale 150%,15.0,7.5,False,True,False,-524.9100116815749,601,0.9993709105791263,601,0.006828035318543188,28846.32078452267
19,Scratch,Scale 150%,15.0,7.5,False,True,False,-514.9500771440111,308,0.9988608111695139,308,0.006497812606319215,34658.30424063306
20,Scratch,Scale 150%,15.0,7.5,False,True,False,-510.6863549231631,199,0.9999170276190814,199,0.006637149065973774,28917.809082733915
21,Scratch,Scale 150%,15.0,7.5,False,True,False,-517.3573245435826,411,0.9995573568558083,411,0.007200356789206392,28666.193402399338
22,Scratch,Scale 150%,15.0,7.5,False,True,False,-522.8113763957509,571,0.999615284914428,571,0.006967547498544753,30497.923950900058
23,Scratch,Scale 150%,15.0,7.5,False,True,False,-534.0162995250424,857,0.9998320213972682,857,0.0063988872611008074,28148.22896673959
24,Scratch,Scale 150%,15.0,7.5,False,True,False,-535.1231979860495,1314,0.9996390265982039,1314,0.006481240105069446,30588.293504169254
25,Scratch,Scale 150%,15.0,7.5,False,True,False,-517.6708495733775,420,0.999097538009986,420,0.0073627740964255246,34713.0070281118
26,Scratch,Scale 150%,15.0,7.5,False,True,False,-500.0,1,0.9904450900054627,1,0.01107414155033257,30965.688227764706
27,Scratch,Scale 150%,15.0,7.5,False,True,False,-526.3410721301378,669,0.9996296642109681,669,0.006831941254438781,28503.012922937683
28,Scratch,Scale 150%,15.0,7.5,False,True,False,-526.151902109149,769,0.9998915713241492,769,0.006981799917594925,32233.902229269763
29,Scratch,Scale 150%,15.0,7.5,False,True,False,-518.0698659739461,440,0.9996441050173982,440,0.007328722965792227,32632.588326146437
30,Scratch,Scale 150%,15.0,7.5,False,True,False,-500.0,1,0.9200765761237555,1,0.011184326876224077,30416.866942664255
31,Scratch,Scale 150%,15.0,7.5,False,True,False,-524.8501847991406,582,0.9993115744050791,582,0.006781125464492103,27099.895818222583
32,Scratch,Scale 150%,15.0,7.5,False,True,False,-505.8042561942651,108,0.9998038364381887,108,0.008722939743710986,34884.33133960626
33,Scratch,Scale 150%,15.0,7.5,False,True,False,-515.4904101684342,346,0.9999296712133299,346,0.007136340073845277,37135.24242830734
34,Scratch,Scale 150%,15.0,7.5,False,True,False,-521.6192957369102,536,0.999648424128185,536,0.007137565760209711,31056.119030684295
35,Scratch,Scale 150%,15.0,7.5,False,True,False,-520.2299300776473,485,0.9993817250880939,485,0.007130481262288869,31291.522563440554
36,Scratch,Scale 150%,15.0,7.5,False,True,False,-535.4711018385484,870,0.9998015901583562,870,0.0063384977718423845,28889.090377192657
37,Scratch,Scale 150%,15.0,7.5,False,True,False,-516.4165349013439,380,0.9997763320375427,380,0.007098880706595592,28717.63884367259
38,Scratch,Scale 150%,15.0,7.5,False,True,False,-524.5848493461584,581,0.9995834188223981,581,0.006816286521446389,28866.009380522817
39,Scratch,Scale 150%,15.0,7.5,False,True,False,-500.0,1,0.8764576125327813,1,0.01106668454431201,31079.304942463838
40,Scratch,Scale 150%,15.0,7.5,False,True,False,-532.9613835914836,855,0.9997375808530669,855,0.00648749362458171,30017.348671607204
41,Scratch,Scale 150%,15.0,7.5,False,True,False,-516.2217658334023,368,0.9991155989438475,368,0.0071556130813785635,30552.79186282878
42,Scratch,Scale 150%,15.0,7.5,False,True,False,-500.0,1,0.9518259109995533,1,0.011055109519667894,32562.75423682801
43,Scratch,Scale 150%,15.0,7.5,False,True,False,-528.286476461146,684,0.999473866508865,684,0.006744575829381975,29753.351028190064
44,Scratch,Scale 150%,15.0,7.5,False,True,False,-519.5645474944658,511,0.9991771552938262,511,0.007505776651250999,35091.55646525922
45,Scratch,Scale 150%,15.0,7.5,False,True,False,-513.7840161623278,284,0.9986592616667286,284,0.006814045069337893,35802.647623299665
46,Scratch,Scale 150%,15.0,7.5,False,True,False,-516.8015333892198,385,0.9993434548220246,385,0.007166369623066107,34725.76788027938
47,Scratch,Scale 150%,15.0,7.5,False,True,False,-500.0,1,0.9870318425603849,1,0.01110979383535596,31229.421802004523
48,Scratch,Scale 150%,15.0,7.5,False,True,False,-515.9867939777772,361,0.9993207461998608,361,0.007177811168073994,33419.39000410202
49,Scratch,Scale 150%,15.0,7.5,False,True,False,-515.2755081227331,325,0.9988358330162442,325,0.006998053589882601,35518.02736472057
