episode,steps,score,success,killed_by_sam,crashed,min_tf,in_radar_steps,range2d_last_m,progress_mean
66,1285,-511.21299797105485,0,1,0,0.9997368583110008,1285,25622.142802489496,0.006415315616207658
67,1301,-504.24808542001364,0,1,0,0.9997411172504405,1301,21116.234814969037,0.007121397454676282
68,2641,-526.8215160617858,0,1,0,0.9997437991455237,2262,26781.496756514698,0.00451557421984076
69,2102,-680.2140543655623,0,0,1,1.1317029748538852,2102,37267.91171206688,-0.002651748033914558
70,1349,-563.2999123049216,0,0,1,1.8310765231437303,1349,29251.33177342929,0.0018311150055377056
71,874,-512.6881025881613,0,1,0,0.9996429502615883,874,25891.93931613146,0.0075304495833487025
72,986,-510.3617219744028,0,1,0,0.9994484561845309,986,28323.634355729882,0.007963954932729063
73,1261,-529.6806338260361,0,0,1,2.4693282583805463,1205,33993.15426915598,0.003402470041291143
74,673,-503.3527933804546,0,1,0,0.9985478669633813,673,25921.11901234781,0.01083772158482816
75,1625,-584.3672643368211,0,0,1,1.4248507743522216,1625,28650.04911817594,0.005712692143102803
76,1414,-618.1032301006408,0,0,1,1.0923750712870033,1414,25400.504518989437,0.004507293150974507
77,2168,-596.975128555779,0,0,1,1.038998485248406,2061,22373.974191195437,0.00673291243222618
78,956,-514.0647321488075,0,1,0,0.9984220733788798,956,24116.03051283395,0.007266690522035083
79,2206,-559.2457717670839,0,0,1,1.1376968863823065,2097,24059.150654164358,0.005427635384184004
80,2000,-530.7009092577175,0,0,1,1.741456874405515,1850,30362.412843994593,0.004721498349090836
81,2475,-537.1998115894264,0,0,1,1.9241920780977055,1831,30585.142272740282,0.0037774318898432203
82,2479,-657.3315326824004,0,0,1,1.1020537358567974,2479,23383.371100496297,0.003520357566364178
83,3999,-102.34623490582993,0,0,0,4.289859771484955,0,37038.781936073625,-1.209714153988211e-05
84,3566,-587.0349783299857,0,1,0,0.9997782384731062,2492,22381.633923062596,0.0033578565898655086
85,2649,-562.6729318859482,0,0,1,1.2591127489283809,2032,27232.445716918686,0.004498611301422658
86,2641,-538.1743237124159,0,1,0,0.9991798065687291,2100,22243.20429074036,0.004157941155832676
87,953,-513.4308805817242,0,1,0,0.999905767939091,953,28492.77316213301,0.0066106605277587455
88,1311,-505.3906483680046,0,1,0,0.9993230011545717,1311,27095.22477805055,0.006671305940384921
89,3637,-716.968220455089,0,1,0,0.9940961973728109,3637,18025.11607677318,0.0035370575673518397
90,1739,-503.2676220317964,0,1,0,0.9995279973977718,1671,24659.343563354374,0.0071078748301709686
91,3999,-160.35011364574402,0,0,0,1.1128350786317311,3850,15939.014446652489,0.004952468349887578
92,2554,-593.346974327827,0,1,0,0.9969992200670936,2554,21904.674659945566,0.005356427190913864
93,2982,-617.1691173154192,0,1,0,0.9938494633353809,2930,22777.24048597661,0.004695385326141537
94,1973,-561.9628647078454,0,1,0,0.9969222599498857,1973,23037.711908634712,0.005204784725681527
95,2008,-522.0491424404642,0,1,0,0.999419079847379,1971,19641.513680128366,0.007186857582809189
96,1347,-546.8721302434908,0,1,0,0.9999285627421539,1347,25252.27338092949,0.006719160677071841
97,1752,-546.145244756546,0,1,0,0.9996030394226696,1752,20636.688045449257,0.007505568675480735
98,1299,-523.9381735567604,0,1,0,0.9984850241232346,1299,21131.346069180723,0.008226655616431941
99,1237,-497.8070618216152,0,1,0,0.9999332993877457,1237,19406.255578554497,0.010406088351620674
100,944,-520.4698580301261,0,1,0,0.9978699007262356,944,24558.26690048806,0.009861695550068765
101,1180,-506.7909456524608,0,1,0,0.9996376681234003,1180,19861.053649695936,0.009600725731580648
102,1407,-500.3080481068769,0,1,0,0.9990492531287376,1407,22624.54714340794,0.00874353712885962
103,1921,-537.766997611519,0,1,0,0.9982079254930125,1921,23510.531450962917,0.007554755880047315
104,1903,-556.628861382311,0,1,0,0.999640086561421,1903,19928.868911743768,0.007837069707827873
105,3999,-96.12662234412169,0,0,0,1.1696764436081843,3882,7961.178301181937,0.006612804293874213
106,3999,-160.47549181614312,0,0,0,1.0163381654726162,3999,13271.130200936981,0.0064884782796553525
107,2009,-504.6627594540901,0,1,0,0.9994210007808506,1861,21324.72087435974,0.007895177769756817
108,2295,-518.2801886648095,0,1,0,0.9993044518970553,2066,20947.558103435695,0.007957752741068119
109,2861,-537.3864819130432,0,1,0,0.9988409331529897,2531,18732.563744802446,0.006431543021089758
110,3999,-200.0702157945141,0,0,0,1.625748224108121,2478,5654.246152239109,0.00749795737691322
111,2008,-566.4715994198143,0,1,0,0.9999202135919963,2008,25036.818433384866,0.007369217959563048
112,297,-490.09305068707744,0,0,1,3.674562243312723,73,35429.021333995486,0.011555949249740198
113,3999,-132.55271841083137,0,0,0,1.284537876210575,3999,12278.32056846666,0.00579790453625065
114,3999,-165.19849072103267,0,0,0,1.3949711094056183,3714,9681.37665604591,0.006457274630438156
115,3999,-167.5427629807628,0,0,0,1.3710421981674683,3331,10670.03680432879,0.006542850609658147
116,597,-515.904392583807,0,1,0,0.9984753284203849,597,29476.068862410993,0.007964607085466474
117,3999,-158.60259580327428,0,0,0,1.5577138164611315,3139,3521.6439160050777,0.007692589158999414
118,1057,-503.95809378573614,0,0,1,1.4291476262561589,962,27772.63838032963,0.007669010802534768
119,1251,-558.106837946969,0,1,0,0.9985392056852307,1251,31090.07077348296,0.005245169083742129
120,3999,-189.63501002615976,0,0,0,1.764195576047366,3619,3440.2363244651638,0.007002597838008099
121,3999,-62.62382733585249,0,0,0,1.4766363420841537,3308,21104.991868829453,0.004716224993210377
122,3999,-205.41402728803004,0,0,0,1.681283364556926,2612,2604.2599578298596,0.007456226496050647
123,3999,-218.14153905548739,0,0,0,1.1942703962786483,3114,922.846314897039,0.008052768364485194
124,3999,-149.1035723180924,0,0,0,1.1991315420185358,3799,2746.7836024727394,0.008130207088162098
125,3999,-170.79371595459318,0,0,0,1.5339784235157876,3439,898.2756629792616,0.007901840787119677
126,3999,-158.83730657661943,0,0,0,1.8017305029604576,2816,636.9183345394372,0.009404969327318609
127,3999,-99.2475631896339,0,0,0,1.8257794813127166,3830,3273.9298292384865,0.008383469418777474
128,3999,-119.83173222791481,0,0,0,1.0400239826793747,2933,2486.1957659784453,0.008897061313939716
129,3999,-81.05057909096018,0,0,0,1.2157173256258247,3999,5430.410663498307,0.007242588189558782
130,3999,-137.19714614572118,0,0,0,1.4920227166711382,3761,8849.129749315649,0.00605919238322722
131,545,-484.5486196147726,0,1,0,0.9980267244820089,471,26698.85823075761,0.019428943973058856
132,3999,-117.72973938732225,0,0,0,1.9774633539383955,3582,643.1189658970685,0.00899912714114955
133,1050,-497.75846725242826,0,0,1,1.158952771660824,1050,30011.179091935704,0.007108213805704056
134,3999,-98.66885194594215,0,0,0,1.8601086267893154,3999,2381.4076208259858,0.008111503456736708
135,2093,-540.1880019321065,0,1,0,0.9979370464522673,2093,19954.654520368516,0.008785868942869295
136,3999,-142.73190276728096,0,0,0,1.2311024366852361,3750,6602.965664894466,0.00775695297919106
137,3884,931.2902917256911,1,0,0,1.8138534527194652,3520,1498.6923379790348,0.0082254644755726
138,3999,-160.16703104783122,0,0,0,1.0595145555061551,3639,2054.7917727973645,0.007270805819845315
139,3683,896.955839670023,1,0,0,1.0778926146848693,3683,1074.0777654394037,0.00823154112779874
140,2096,-520.5136772020727,0,1,0,0.9981783625918988,2096,13999.606273781463,0.008581327966554848
141,3999,-48.90035690718098,0,0,0,1.7607651282453656,3288,8257.526086135791,0.00649894230728624
142,323,-503.7581652297523,0,0,1,1.167505698143747,323,30667.937386501682,0.013311893734278234
143,386,-505.93233601398765,0,0,1,1.0724400681643866,386,30376.10733653693,0.013126976884992451
144,922,-497.13401250600253,0,0,1,1.3646798261097484,865,24775.731103754468,0.00877175133603638
145,3999,-102.09843335705307,0,0,0,1.45179792810977,3671,2284.401406791195,0.008919123787124087
146,1174,-532.5808854626723,0,1,0,0.9995418882929186,1174,23627.438067994044,0.006670285768589464
147,3999,-69.16795134171028,0,0,0,1.5932500115189683,3667,9113.844567894455,0.0072529372752995775
148,3999,-129.8824157431936,0,0,0,1.6771130249558985,3999,2167.077706151356,0.007448819884490008
149,1450,-527.4832244063383,0,1,0,0.9995681608868591,1450,21113.93076521952,0.006739147335778048
150,651,-508.4655567950825,0,0,1,3.1341183071680425,593,36091.497223398925,0.003043888196489323
151,3999,-122.11330894194057,0,0,0,1.870137220921869,3999,4285.1511661623745,0.007705835570484017
152,2013,-498.5101526819028,0,0,1,1.5005251277969762,1626,26959.26033758097,0.005078201865355747
153,1844,-480.4575256803076,0,0,1,1.2165723888264584,1316,26966.947114324925,0.00652727390610126
154,1285,-507.8949483249003,0,1,0,0.999863046941458,1285,23677.117814873534,0.006676922248266931
155,697,-517.6432802936357,0,1,0,0.9984248592284728,697,26330.823334035747,0.0068252149619012535
156,1526,-516.8063661705099,0,1,0,0.9984819795563556,1526,30492.061542279574,0.00604019800957972
157,933,-523.1273696487635,0,1,0,0.9973392238814992,933,23917.02936959472,0.006563038397358636
158,1350,-498.1527934610636,0,1,0,0.9998840436744315,1350,30319.391031579842,0.006727061878285199
159,3999,-60.092000823850455,0,0,0,1.0752562694275212,3389,1957.103047674126,0.008606375563005923
160,1363,-503.08733805230594,0,1,0,0.9980235293588797,1320,19771.33442953172,0.01290542715204345
161,2059,-562.6482296570649,0,1,0,0.994972503689364,2059,21806.91079941003,0.008177401500890807
162,1217,-508.1587623467737,0,1,0,0.9989945708556183,1217,26610.728179374702,0.006577840366792191
163,1871,-496.0561683505531,0,1,0,0.9996045623814496,1485,25757.643749348037,0.006531201718726881
164,1246,-516.0990860434794,0,1,0,0.9992667417513924,1246,25298.07169360094,0.006829301691007216
165,1213,-530.2805271070001,0,1,0,0.9999357952332678,1213,29478.80272691756,0.0059949335310609956
166,3999,-249.07416896005216,0,0,0,1.3158259866057516,3722,9508.607498671807,0.00616793129071024
167,3999,-289.67826862852536,0,0,0,1.5839637590481666,2252,32885.1717613541,0.00108639913889551
168,1203,-521.7870233446,0,1,0,0.9991622159938995,1203,22577.44338057458,0.00880845048392669
169,2088,-489.37822845778555,0,1,0,0.9995081472868816,1834,20855.78991475944,0.006613232009931614
170,3999,-218.5976796129144,0,0,0,1.3623710857975604,3230,828.5217844840398,0.008281259622165641
171,2466,-486.830414779368,0,1,0,0.9998521682287027,1779,21045.778708043268,0.006725616303341782
172,1578,-507.507672389438,0,1,0,0.9995785688319778,1578,20640.974222721165,0.006550368891774349
173,1143,-525.4825024439427,0,1,0,0.9979591761274496,1143,19695.198178161856,0.010456909517987768
174,1508,-530.3705051514701,0,1,0,0.9988686240548932,1508,21374.5032678264,0.008370680569055884
175,3071,-519.5271107838131,0,1,0,0.9992031625056184,2504,15115.26105224937,0.007744860015941081
176,1790,-566.1603914521716,0,1,0,0.9996358872990303,1790,20129.006273715357,0.00797636010705799
177,2545,984.1187738706908,1,0,0,1.1768853818835,2395,1485.5863257334927,0.014195880101327702
178,934,-528.0086696126905,0,1,0,0.9985738425814347,934,21037.42187735238,0.009908209295426447
179,1151,-517.5966966527673,0,1,0,0.9994324028020807,1082,26089.870766684446,0.010051056540633017
180,2365,-604.5430309571457,0,1,0,0.9993946299871386,2365,18314.78419127267,0.006871208678675268
181,3999,-145.82621543180716,0,0,0,1.3224656447439482,2344,2214.238001141168,0.007724303512171278
182,223,-502.61113555053157,0,1,0,0.9987344010357259,223,27002.244369905977,0.01907988662044527
183,3999,-180.22329587314195,0,0,0,1.1121247562937775,2574,11418.123480465634,0.005106533152587006
184,3999,-102.39756191308868,0,0,0,1.9021829976262787,3472,4689.388575393243,0.007231610496689992
185,3999,-96.28639755582114,0,0,0,2.0688433661258303,2929,675.1530886634104,0.009051027952183604
186,2569,-511.26515365322336,0,1,0,0.9998718682874359,2261,10605.899160737938,0.010013790415326022
187,3308,-596.0975883979768,0,0,1,1.1604074134089828,2387,16704.076297346866,0.0065855065012729395
188,1092,-516.513672069507,0,1,0,0.9994540470434766,1092,20724.78536170645,0.01273397923363066
189,755,-500.02910012352936,0,0,1,3.3169091608764103,313,34318.51379980433,0.002417500804368564
190,759,-517.1405167053208,0,1,0,0.998745628604439,759,22934.846985816177,0.012956241734272466
191,1680,-508.13370890555024,0,1,0,0.9991296721894996,1680,18331.71764174259,0.009564021183790808
192,1758,-481.4626830276529,0,1,0,0.9998090121668292,1094,21382.213188448277,0.010537425982375606
193,1128,-500.8258400875667,0,1,0,0.9980043252415557,1128,26846.898318890017,0.011119166233978283
194,847,-513.8315038333004,0,1,0,0.9997570718023343,847,27149.444181623083,0.010898169424730732
195,1030,-490.6053645150159,0,1,0,0.9994971780847879,899,21057.510006989804,0.015677040057167496
196,1133,-508.3411874850965,0,1,0,0.9982351305093738,1133,22537.616600041256,0.011213589006284504
197,1610,-491.24272926371947,0,1,0,0.9996133593726829,1610,19964.177940634934,0.008984472976122121
198,1486,-494.1351452515885,0,1,0,0.9997329562445476,1257,20795.072083575098,0.012434636869158166
199,921,-513.5543312867637,0,1,0,0.9995476813022671,921,24882.550762135932,0.013182116369029346
200,674,-521.7651753074056,0,1,0,0.999230239770832,674,22693.157849505467,0.012206202890166285
201,3999,-154.4746369330737,0,0,0,1.538915806753264,2325,8310.428139285807,0.00778059387416545
202,702,-502.6957996227608,0,1,0,0.9985983803777285,702,28139.627496731762,0.01531301267822468
203,806,-497.46839776302335,0,1,0,0.9980366577289744,806,26441.90165622737,0.014206990309319916
204,2853,962.3339907705032,1,0,0,1.2409047641168152,2722,1497.8336355013644,0.013365447068013615
205,3379,-687.794533177379,0,0,1,1.128662437247939,3379,13663.895756660762,0.004897887496073832
206,1197,-507.9665673684187,0,1,0,0.9984699967820713,1197,20959.040435222716,0.009358614304171618
207,3857,866.8992773535693,1,0,0,1.3186207505526126,2541,1497.8742663148264,0.008283249659595515
208,2357,-567.9139062510122,0,0,1,1.1559330289910432,2357,974.9256620429225,0.012753752342629383
209,3999,-139.00092667151154,0,0,0,1.4546425738410216,2424,9507.078299342475,0.006489445438031575
210,1848,-539.3757188638087,0,1,0,0.9991984123028119,1791,12325.429483557382,0.012430485972015338
211,972,-524.0323491570311,0,1,0,0.9997794835930117,972,27742.6602047218,0.011131007473305312
212,2175,-602.3659609301898,0,1,0,0.9950008428275141,2175,13915.137563733188,0.009798698175511166
213,3999,-115.30405885934427,0,0,0,1.1181597166939818,2755,924.4333041336623,0.009677809573929339
214,3999,-176.02104632588316,0,0,0,1.2888619032458672,2436,2162.4362712035536,0.007897960428410851
215,3165,890.1679351639682,1,0,0,1.194590318136184,3165,1498.5290993690799,0.009889568175565694
216,1686,-551.6741856276353,0,0,1,1.1357218929883237,1686,29104.75226404514,0.004588378296598932
217,3205,871.681401257018,1,0,0,1.4288919053296372,3205,949.123339370536,0.010374121338114736
218,3079,-593.2723030431124,0,0,1,1.1430374022752172,2397,12372.21464051907,0.007990622005537247
219,3230,945.0425723720224,1,0,0,1.2359653455659694,3119,796.1523533250221,0.009400968529430433
220,2982,864.3400097904382,1,0,0,1.442122610923331,2109,1475.5102175608722,0.012111618662945004
221,3145,930.3609378112108,1,0,0,1.003433740721639,2780,1497.691984054483,0.010828756602963122
222,3999,-123.0128687486137,0,0,0,1.590677194124469,853,487.54773945824496,0.00821905770267574
223,3999,-101.90043516481434,0,0,0,1.3482582068205207,1478,13269.352520995528,0.004283319147120279
224,1988,-564.789867813086,0,1,0,0.9956633261665837,1988,11931.22191425572,0.011221550565998023
225,1753,-522.862241229287,0,1,0,0.9997600827825132,1654,27635.758979644146,0.006943416930772001
226,599,-510.7145227087559,0,1,0,0.9994149020027379,599,24680.481681801288,0.008988160214256373
227,1164,-506.8784150167952,0,1,0,0.9989871719495536,1164,23111.138593271608,0.008756837551697852
228,2785,938.9382188917689,1,0,0,1.3908902271225227,2302,1497.6079274787921,0.010513389613768822
229,1852,978.0316553009113,1,0,0,1.3153310264570113,1852,1489.247161357249,0.01643996525143622
230,2454,932.6603693399578,1,0,0,1.0105138007445962,2454,1485.010847748275,0.012415064080226646
231,2017,962.0007701168446,1,0,0,1.2131603475604316,2017,1491.4274032315866,0.015073805951028417
232,3011,927.2414354080961,1,0,0,1.1757456572401408,2414,1463.0091441463983,0.011576839990326876
233,2034,935.7746083078839,1,0,0,1.0669677137716274,2034,1489.0664367744928,0.015375924993302975
234,3157,926.016969156445,1,0,0,1.1110839992603347,3157,1488.2974229310898,0.011524210536693192
235,1512,969.8358177294434,1,0,0,1.4247810998305,1512,1496.590919556663,0.01898680040741916
236,2391,957.4980006424731,1,0,0,1.2378468102286675,2391,1493.862005449803,0.014465076180026199
237,2488,908.9860244595877,1,0,0,1.1561494002631996,2174,1488.2305774009685,0.01356648649780285
238,3432,1024.9563546782515,1,0,0,1.3342603629528869,2345,1495.0959987954257,0.011127067272049856
239,1985,986.9083012417885,1,0,0,1.1512789653278719,1952,1497.8581826157417,0.017630433791467212
240,1607,964.736123041986,1,0,0,1.1564240413222633,1607,1492.8218576015806,0.01895402923505028
241,259,-504.274481060966,0,1,0,0.9987555606667968,259,26432.92799542458,0.01691662074399347
242,423,-498.679001314173,0,1,0,0.9957896598790759,423,27748.56297878096,0.015894054810752296
243,591,-514.154346494579,0,1,0,0.9959505499306351,591,22697.53367188469,0.01813651599369608
244,1425,-530.4337188847761,0,1,0,0.9982732146478409,1425,20081.38979331682,0.009649769917358938
245,1900,-497.723431672221,0,1,0,0.9985904284198298,1584,19206.554940560116,0.00962422751422091
246,1398,990.0284964832423,1,0,0,1.4258213699739448,1398,1494.1223632070082,0.02159318332742866
247,2554,924.1017262844571,1,0,0,1.2141948925221604,2155,1491.3960206130605,0.013060762800662798
248,1768,-485.436982091423,0,1,0,0.9993007764377653,1399,19977.282729269406,0.010797265354434652
249,2874,-564.6298793805806,0,0,1,1.2295589898379002,2394,6486.035365763503,0.010223449589335135
250,1982,950.6186552164554,1,0,0,1.0457472347558334,1982,1483.649047987579,0.01448096240623135
251,1354,-530.5034221869367,0,1,0,0.9976756338271054,1354,22487.796634650553,0.0110179514310809
252,1224,-513.595173417965,0,1,0,0.9990679539314076,1224,16263.122301573887,0.012059631909047058
253,3464,-548.655984360722,0,0,1,1.1248495654325863,2537,3222.436634279274,0.010140477141019738
254,2461,-552.7121025760097,0,0,1,1.334752466793807,2461,6541.455631960211,0.01259878510241681
255,3111,961.4173100048469,1,0,0,1.321402190039087,2824,1494.1007239433752,0.010838797994556901
256,2950,935.5955750020083,1,0,0,1.101448074618347,2950,1492.6907781723262,0.012093633749451112
257,3999,-141.26864825271178,0,0,0,1.1574719126950015,2857,9861.672067667138,0.006737017375597964
258,1508,972.6159948223788,1,0,0,1.0740082550409253,1405,876.0918916076104,0.020412793183730054
259,728,-512.1359810075915,0,1,0,0.999063602749438,728,30204.829981104715,0.008856677870253831
260,2167,-556.5555485234493,0,0,1,1.254332987909942,1865,7480.865565280075,0.012063860620630668
261,1319,-564.7027936149544,0,1,0,0.9994573462435781,1319,23372.426003872828,0.007346052098062353
262,930,-516.5190772049156,0,1,0,0.999886171538265,930,31592.618323900835,0.008197201878823744
263,934,-517.9314458747294,0,1,0,0.9989258679936297,934,23974.67996508294,0.008634434982069266
264,746,-500.75586988439073,0,1,0,0.9989227940541804,746,23257.301172969186,0.01285951314792607
265,240,-492.2591113769238,0,0,1,3.049019599256865,187,35224.387669614254,0.009358289977312991
266,981,-509.62369081338153,0,1,0,0.9992128975982155,981,22260.922289791368,0.00836832660741022
267,276,-493.56764659484344,0,0,1,2.0572252669827567,276,31723.9794020237,0.011614517946361357
268,1492,-544.9383494618263,0,1,0,0.9997405898606719,1492,16574.404793425638,0.010132350799792071
269,351,-498.73255394071197,0,0,1,2.9215945068551976,335,36388.882669704195,0.005184143353186153
270,274,-496.7726361158778,0,0,1,2.6761506430889126,274,31519.412212616684,0.00697066557844595
271,302,-501.7239476115648,0,0,1,2.792798142622537,302,31772.407999377752,0.004348353806294361
272,1156,-513.4111038506403,0,1,0,0.9990067101641552,1156,27865.2412708147,0.006546086159195147
273,1031,-533.0712186245673,0,1,0,0.9991146233885013,1031,27041.755955054672,0.005836825063248932
274,1461,-537.936653210709,0,1,0,0.9985393420833777,1461,22856.165299839115,0.005498848485695937
275,3999,-101.74678905845695,0,0,0,1.269596993608022,3759,14803.480364085957,0.006104709182003711
276,1060,-515.5252292869092,0,1,0,0.9983876764054253,1060,24034.801312850694,0.00846207101376058
277,899,-519.6080942460082,0,1,0,0.9980907869649535,899,24001.3202169212,0.011526871302378472
278,1979,-530.9563257446744,0,0,1,2.6772395117056162,1684,31849.154226358452,0.001818222127294903
279,2234,-653.4918787965953,0,0,1,3.787503368231933,264,45019.40166564136,-0.004619542870646099
280,837,-511.388080641165,0,1,0,0.9990870548503414,837,31525.90203190036,0.007545381280141858
281,1122,-510.7574194051194,0,1,0,0.9994700573097959,1122,30373.049003157423,0.007652873461425852
282,1771,-578.1855643759993,0,0,1,2.2308461245405833,1771,35716.961690120595,0.000523165533052378
283,1196,-515.0182592751227,0,1,0,0.9992100191803941,1196,30223.27220227585,0.006483482567687984
284,1772,-507.4965590283456,0,1,0,0.999394220858246,1659,27295.509492137102,0.006637026574890339
285,1377,-500.3293811493922,0,1,0,0.9989580011437811,1088,23878.331079171563,0.009957153511678595
286,1212,-552.3716267059361,0,1,0,0.998358094064084,1212,23373.27550855519,0.007112508697705802
287,1154,-534.347518794629,0,1,0,0.9977152914958339,1154,23868.79565752573,0.007894117683756066
