episode,steps,score,success,killed_by_sam,crashed,min_tf,in_radar_steps,range2d_last_m,progress_mean
67,315,-499.16433910105866,0,0,1,1.878309637263484,315,36656.50124954115,0.00847726708599366
68,326,-491.2796228480001,0,0,1,3.445705322366345,149,33742.21409337669,0.008203316648981503
69,317,-500.201867061834,0,0,1,1.790176116214999,317,31048.865231934535,0.008537765047114902
70,325,-497.9824937639726,0,0,1,1.7650641863944667,325,29443.28558075823,0.009524726522859106
71,305,-500.7968162052234,0,0,1,1.5409092694052042,305,27234.402745001542,0.00949678515775738
72,295,-501.3608988067512,0,0,1,1.8752616714904695,295,37172.536942473,0.007568388849892603
73,309,-503.6961182567486,0,0,1,1.5483054127958615,309,33725.78701586746,0.008175251363440704
74,325,-494.1407721783083,0,0,1,2.507623158672115,325,34841.570435513626,0.008222473866496605
75,308,-492.0514395045381,0,0,1,2.5081432784500826,308,30159.068891326588,0.008621225790350996
76,323,-506.81624530343294,0,0,1,1.2296738731342616,323,28177.820785792952,0.009232220213126915
77,318,-510.2148351709843,0,0,1,1.1143317003844055,318,28542.93036520108,0.009346034278268368
78,302,-501.37355471997137,0,0,1,1.6630489882571917,302,30527.712711488497,0.008237450910706809
79,344,-492.0170488373237,0,0,1,2.4993317240221558,344,28532.002935010954,0.009451216899258862
80,316,-490.46552302072536,0,0,1,3.3695554112216115,160,34255.08225817851,0.008482634112976105
81,289,-506.84286624705965,0,0,1,1.2270951617497534,289,30529.600171109607,0.008808453979852436
82,303,-503.46642142714444,0,0,1,1.5869729281931557,303,33796.74656613321,0.007961674025181244
83,319,-489.979542340773,0,0,1,3.2370990704870386,181,32265.07480671896,0.008801971053316395
84,338,-491.9733231565806,0,0,1,2.5065191886739764,338,32848.67540242796,0.009490291175836189
85,337,-510.07194171803206,0,0,1,1.0754048780484013,337,28314.490775128656,0.00927577046645366
86,300,-499.3335993264313,0,0,1,1.8281844819258726,300,32851.569965350245,0.008327545457536471
87,330,-491.3006951393419,0,0,1,2.4972987835112646,330,30422.052551597066,0.009766117013841082
88,310,-490.88263991942557,0,0,1,3.4073982811797445,149,33262.176514297345,0.00849536092191566
89,381,-491.9359221222156,0,0,1,2.654540064523391,313,34652.156078459244,0.009552049816062072
90,313,-504.344488663914,0,0,1,1.5027598618029225,313,30401.6581462538,0.009223643713961643
91,300,-508.7875577147922,0,0,1,1.0931365165979208,300,28397.938622954935,0.009100571964823435
92,306,-500.20793851051735,0,0,1,1.9802713047061888,306,34009.942909633355,0.00816492551631716
93,295,-506.66114778383985,0,0,1,1.3287401015810951,295,29612.958896658885,0.008961318351906715
94,360,-490.2040700612991,0,0,1,2.4953926920838105,326,32986.05599791894,0.010204238918384775
95,313,-498.3984564528261,0,0,1,1.87516030449968,313,29827.664962296076,0.008496819740089865
96,285,-501.99863529624923,0,0,1,1.64459189259091,285,32656.073051235264,0.008070569705050308
97,302,-502.4066791313059,0,0,1,1.7235099043021442,302,28203.33579634367,0.008341684935914159
98,311,-489.972472776258,0,0,1,3.5578060789683077,134,37178.13036549878,0.007694675299384927
99,334,-489.17507303110676,0,0,1,3.500137608297224,113,34778.48999047699,0.009746253302945792
100,234,-496.40336078300066,0,0,1,2.7604556048544984,234,33896.61416335527,0.006989054811069614
101,707,-526.8916286693644,0,0,1,1.9274030004027476,707,28930.00771376993,0.004750143354576241
102,297,-494.0849152463402,0,0,1,3.0298624052632643,266,35942.687885784064,0.006742139675664809
103,313,-490.4694701276087,0,0,1,3.324017993860111,188,32352.78802914279,0.0074208062061373505
104,313,-491.04949638263594,0,0,1,2.912238956108022,284,32270.741681442712,0.007400289813926675
105,312,-493.99782614969723,0,0,1,2.3911050982607214,312,34484.900575232205,0.007345636067547132
106,312,-498.82482671177155,0,0,1,1.9935707499112996,312,29382.8429894006,0.007347595136815861
107,309,-491.48653425050463,0,0,1,2.688157601839717,309,34122.26511484513,0.007365857168587626
108,309,-492.68636324239657,0,0,1,2.757514187706115,309,29841.1469961432,0.007160801982614087
109,310,-490.0088987785298,0,0,1,4.181399971415922,0,37500.90699203977,0.00744940013801944
110,311,-489.71166566530354,0,0,1,3.7332446682538434,93,34564.89427324358,0.007845493648266685
111,296,-495.0825188540542,0,0,1,1.9668131796459172,296,29781.16831718879,0.011639073484311587
112,315,-491.4486671865998,0,0,1,2.820584619930288,280,34011.456489860844,0.008591411772370805
113,312,-500.55086744924273,0,0,1,1.65965137459682,312,35791.7921736578,0.010170255111751415
114,311,-495.0537613301011,0,0,1,2.313537988485552,311,29864.036467091275,0.008177411895791957
115,315,-496.28423932934476,0,0,1,2.1382698065132546,315,35386.431705513205,0.008895826659719507
116,327,-498.4052948614071,0,0,1,1.8049626624127697,327,27684.72210338191,0.009914302931832162
117,266,-499.6081553379628,0,0,1,1.5372528971051391,266,33806.23447349338,0.01225866088999199
118,283,-499.25606710372284,0,0,1,2.0980519854508675,283,35566.17495715277,0.008724327721905387
119,436,-494.7255246324714,0,0,1,1.69205185648855,436,27260.169217078488,0.009888346697727297
120,285,-499.86886485289216,0,0,1,1.8666529760178505,285,33691.93939616646,0.00975923588734351
121,361,-504.0020185148055,0,0,1,1.5755588271306864,361,31213.041054053112,0.008482254145310002
122,304,-502.7677307742238,0,0,1,1.5907691990821509,304,28898.04943953917,0.007512121216597997
123,308,-503.2664606864122,0,0,1,1.6688637738070549,308,35582.818707977676,0.007207560942349718
124,304,-507.1729973548743,0,0,1,1.3573545895181252,304,29265.895136900574,0.007142853456266745
125,564,-496.1908915176917,0,0,1,1.7309432090755625,564,28614.290792666405,0.00921522841970664
126,299,-493.8337595868216,0,0,1,2.2335944406921864,299,34993.56390568553,0.01040104077983096
127,262,-494.18146634171205,0,0,1,2.1921664286478912,262,33293.99566297646,0.011921492269929255
128,268,-495.5845795947667,0,0,1,1.964497901721852,268,30387.401614348662,0.011840328968012154
129,271,-493.9168427049302,0,0,1,2.2968942220688757,271,30952.64034850513,0.010912039916888296
130,266,-499.38180868445323,0,0,1,1.6965207128680977,266,34047.30617471539,0.011259773399642747
131,339,-504.9512824057163,0,0,1,1.2773347618901547,339,29777.936125928984,0.01203431670197649
132,272,-490.7155429921745,0,0,1,3.1574736611781096,167,35056.85569447425,0.010620040869031282
133,269,-491.35756469900133,0,0,1,2.592064730452417,257,32907.23461044402,0.011559639769950683
134,283,-490.6615016637993,0,0,1,3.5906966386312664,110,33916.470000101006,0.010034774750278318
135,259,-504.50877090392845,0,0,1,1.5525094619394082,259,33429.83208023467,0.007482743849714402
136,485,-498.4898640513603,0,0,1,1.5553764008801163,485,30643.142506723576,0.00897865466048852
137,619,-518.0796460228515,0,0,1,3.8012235679055966,265,34310.19090590891,-0.0010404105724336915
138,698,-489.7079920997007,0,0,1,1.7223489271077626,662,27597.751293629277,0.009107063480920625
139,277,-495.84648250618136,0,0,1,2.1989575704538753,277,27585.428103826416,0.00876449886533169
140,274,-492.8181067640027,0,0,1,3.3766826175962885,169,33660.37076443835,0.008234176614326684
141,296,-498.13135439959524,0,0,1,2.3315693154343435,296,31277.58369040203,0.008486460763610051
142,599,-523.9292986994234,0,0,1,2.854120788469181,599,35910.80610490265,-0.0019491233438081945
143,598,-526.4337913473137,0,0,1,2.810294151239803,598,38738.03541345303,-0.0009107215062965241
144,348,-495.04364593132226,0,0,1,2.466790120019827,348,32946.793910735825,0.007751294486139957
145,546,-502.9455242185361,0,0,1,3.2260383293857684,538,34335.53659292069,0.0026747131095091253
146,302,-496.9542921662169,0,0,1,2.4419779369845798,302,34656.544688978465,0.00653153887674983
147,325,-506.3503327021137,0,0,1,1.3959010235678784,325,28461.483016372673,0.007987079855663668
148,292,-498.84674624517316,0,0,1,3.437208988517432,234,38206.57038698779,0.003666874598036633
149,301,-498.1051921454589,0,0,1,3.0238907500569012,301,37623.541137080945,0.004661978629510789
150,421,-504.0167595292522,0,0,1,2.5968640014683904,421,36184.57441763541,0.004353882464954474
151,853,-537.2498824429795,0,0,1,3.057001370846184,692,41665.193233508224,-0.002283856719313307
152,403,-512.5844605126558,0,1,0,0.9992457855285726,403,26015.276392406566,0.010142003752618168
153,1322,-506.4404393149578,0,0,1,2.0562933560240078,1057,28621.470852142927,0.006706974647851541
154,1543,-555.1815778567303,0,0,1,1.2899067437540106,1517,23905.35575113943,0.006202666228259787
155,1678,-562.9842466562619,0,0,1,1.0393554416442403,1624,28342.850230001884,0.0068756429229151796
156,1616,-511.1955505613638,0,0,1,2.1294140139784545,1242,30319.50646889162,0.00587118431250887
157,1776,-568.2705772982686,0,0,1,1.759973415799193,1764,28427.96749981521,0.003955561611640115
158,736,-499.0501629971686,0,0,1,3.8656024751193345,97,35416.02202917575,0.0034474122893423946
159,1094,-533.6626383409426,0,1,0,0.9997088354141981,1094,22477.0964363268,0.007304684281740289
160,558,-507.86739980708495,0,0,1,3.9763755545916464,6,38905.79073613927,0.0013214321741481826
161,1460,-517.0690967201973,0,0,1,2.3197607679588863,1276,31268.367156190452,0.003661330763652844
162,3999,-124.39716732011051,0,0,0,1.3340752538204341,3850,20099.297885140313,0.003846730652138124
163,2711,-630.554389214778,0,0,1,1.5678382860242674,2711,31126.367859051705,0.002263746899183229
164,2509,-663.8515617071505,0,0,1,1.0087289607259777,2509,25412.027855015906,0.003935190968788385
165,1067,-518.2657733076956,0,1,0,0.9999720983599993,1067,24893.768573007528,0.008039460252024773
166,2702,-578.0238424306993,0,0,1,3.6978341112730697,854,41703.74725384413,-0.0013987363485175183
167,3898,-657.9153050720453,0,0,1,1.5135479422696574,3054,29250.796458971035,0.0010064954283097332
168,3999,-103.8913630965675,0,0,0,1.6837390340277207,3636,23629.601541097072,0.0022339857740780854
169,3999,-255.35872154906176,0,0,0,1.3485011762023613,2132,52952.28069538252,-0.0038848124596202603
170,3999,-203.04114548035773,0,0,0,1.1232565892829989,3999,19388.772800013732,0.004632977325186044
171,1269,-556.8512683092267,0,1,0,0.9997347252508247,1269,24525.418007740627,0.005330257206701673
172,1562,-547.6670974995475,0,1,0,0.9983795838412639,1562,27841.21889139154,0.005825447801948289
173,880,-512.3358998640931,0,1,0,0.9983415151352237,880,27972.829374275214,0.009730060099093234
174,1015,-508.5617845197685,0,1,0,0.9995594176525205,957,25318.151254143842,0.009828561830200432
175,1373,-548.953674773825,0,0,1,1.2800657641183082,1278,28513.889512979127,0.00733517006254161
176,1428,-551.6831608870065,0,0,1,1.242040740601181,1316,26940.15062314107,0.007024971236665289
177,841,-508.56562339650753,0,1,0,0.9984055749470873,841,24712.896299049647,0.009370914709650414
178,1298,-498.20845084205007,0,1,0,0.9997354242305113,1062,25509.07885611908,0.009296826944463132
179,624,-507.8574488614714,0,1,0,0.9982776828041569,624,31127.84160486954,0.010144165556383518
180,937,-503.914807435978,0,1,0,0.998629409067311,937,26857.708006460944,0.009837899507191068
181,1092,-501.39384422024034,0,1,0,0.9990489173932531,1034,23487.82028542789,0.009253166912107971
182,601,-508.84870065910803,0,1,0,0.9995524112591522,601,25414.478052503033,0.010035363526541108
183,888,-510.73572780474046,0,1,0,0.9990007142206488,888,26190.63897367477,0.009282145016652634
184,3999,-200.4993664706839,0,0,0,1.1166417386703062,3916,19457.171525038208,0.003916550651549765
185,3999,-177.71931602820067,0,0,0,2.0301359840220488,2077,10162.939788377696,0.006517285096265507
186,3999,-173.7817638504644,0,0,0,1.6097546860450156,3999,25207.25503571226,0.0021316291817517325
187,3454,-664.0317734404748,0,0,1,2.741643470680723,1316,46443.62423455176,-0.0022123866864528826
188,3081,-558.3110118137333,0,1,0,0.9997630817071345,2981,20083.011815589132,0.006086953465665549
189,1054,-501.3825737227674,0,1,0,0.9986355636269253,1054,21163.339844563547,0.008732397075578914
190,744,-517.959757829853,0,1,0,0.9995860762460023,744,26627.383969461454,0.008752700383989651
191,672,-516.4652816543694,0,1,0,0.997640325651233,672,24744.621615194024,0.009195349819258083
192,1253,-527.1860800098149,0,1,0,0.9992475020622826,1253,27099.05570636527,0.008114201551136157
193,2122,-525.5096754918803,0,1,0,0.9974180951178753,1813,21479.149103498257,0.007763246704323014
194,1267,-509.1082010089733,0,1,0,0.9994166595990799,1267,23368.867424792905,0.008428677987271021
195,766,-512.7078106350477,0,1,0,0.9990383498773502,766,26051.29169469631,0.008674412081597789
196,1511,-513.7407960875726,0,0,1,2.5861744585285242,1378,31705.407689444888,0.0022277444752982854
197,1010,-490.01524822466536,0,1,0,0.9989174409824395,822,24164.77977675985,0.012635408998577955
198,795,-491.35557899777893,0,1,0,0.9987590656332062,754,25055.824948322774,0.01357414765969282
199,408,-506.09721407057145,0,1,0,0.9999075492079441,408,27256.164641756117,0.014060176872921893
200,803,-502.72356026473557,0,1,0,0.9998298126035294,803,28891.847199895616,0.011603569313426657
201,423,-510.22453411473384,0,1,0,0.9993683131318077,423,27403.875890826777,0.010391646044506483
202,911,-495.5199689451701,0,1,0,0.9993035697799593,859,22111.310930304757,0.012299576395980085
203,874,-510.10401826591755,0,1,0,0.9989870025793537,874,21260.78090680835,0.011554593522271521
204,714,-506.51417895400556,0,1,0,0.9997701340208993,714,29836.71943700433,0.011149447583719592
205,1163,-506.37342749742913,0,1,0,0.9995242304059357,1163,23983.613868912915,0.009219936922537442
206,2195,-526.4220569631991,0,1,0,0.9989947319873655,2003,17587.422266956888,0.009586962263737436
207,1184,-504.83184911415765,0,1,0,0.9999983703684772,1155,23144.152571715127,0.013332277764120066
208,913,-513.3720840215007,0,1,0,0.99901111966255,913,25564.23923358558,0.011096587899083897
209,592,-516.1823856926436,0,1,0,0.9990554833938854,592,25756.234370792306,0.012404965080523411
210,1095,-524.575458510064,0,1,0,0.998034716775653,1095,21261.278243696943,0.010140578448096028
211,1473,-495.3986714439677,0,1,0,0.999428513161251,1196,23567.334989012346,0.009990242672304552
212,1017,-513.024321616918,0,1,0,0.9994562999196334,1017,21465.408822845184,0.011956825554515979
213,838,-520.1711799404217,0,1,0,0.9994885664779969,838,24261.387937937237,0.011982070382637882
214,1281,-512.074280747847,0,1,0,0.9992226784419869,1171,20227.16163774847,0.014236487599909925
215,905,-489.98706986911174,0,1,0,0.9998855875225384,778,24950.305447036455,0.014123660445305889
216,681,-509.11871428453037,0,1,0,0.9993404707284319,681,29029.509310926056,0.013037859236864754
217,921,-504.97122498697627,0,1,0,0.9987823186067116,921,21419.03810423548,0.010548873371085059
218,704,-519.1875604873009,0,1,0,0.9999884546149919,704,25373.021229596292,0.011985752118842764
219,759,-510.0194969768191,0,1,0,0.9998257413978759,759,30057.743927249474,0.011669491519037891
220,900,-496.3558659292536,0,1,0,0.9979480809521468,887,28178.33656344576,0.012332669539729696
221,1027,-508.31739814506744,0,1,0,0.999851656407597,1027,24367.808711377154,0.011843460861811412
222,1275,-487.76723645706244,0,1,0,0.9995344847589338,943,21305.143681663594,0.012818358213650237
223,1085,-514.3868507308789,0,1,0,0.9979560521469932,1085,24215.57362559451,0.012415240724170213
224,1432,-502.2793690184693,0,1,0,0.9999702581736836,1313,22950.24520797858,0.009813909809489041
225,1582,-504.43140083813915,0,1,0,0.9987636879671953,1185,22732.479567468552,0.009544598300325686
226,839,-517.6022822256696,0,1,0,0.9982968562738233,839,21665.68809818401,0.010246192401710506
227,716,-504.79482405398954,0,1,0,0.9989142556926851,716,31027.659218889778,0.010356939107949943
228,2272,-572.7137197851272,0,1,0,0.9987117420699992,2272,18550.68568034032,0.006576358314845743
229,532,-507.7043268830662,0,1,0,0.999717212558586,532,27878.92202751769,0.01129809024741427
230,706,-502.3192153865714,0,0,1,1.5395477093625236,702,31706.50926147826,0.00954690812498498
231,796,-516.140880388809,0,1,0,0.9998477944140656,796,29564.948761719024,0.010349653757201566
232,669,-518.0281728215543,0,1,0,0.9994471115989707,669,26824.703836284847,0.009188815346847094
233,754,-508.6401256261052,0,0,1,1.644491699115346,754,29038.185354554793,0.0077623003782649165
234,958,-500.08879299005855,0,1,0,0.9987308753572204,958,21752.594823734584,0.009936744258555267
235,808,-509.3050946415074,0,1,0,0.998860075911551,808,28609.91182693619,0.010256698946742377
236,787,-522.5648517415888,0,1,0,0.9987965351049861,787,23979.38616886944,0.008613808149271663
237,1015,-504.018174542208,0,1,0,0.9994068005511478,1015,25813.564134830038,0.01082082432373043
238,1964,-550.0476162381592,0,1,0,0.9984252113403178,1696,21961.1589596029,0.00796201350134163
239,538,-503.69338843359185,0,1,0,0.9997104689298119,538,27305.950538670237,0.015343056349506718
240,1716,-493.9798982270721,0,1,0,0.999054070587105,1305,23695.28066952758,0.00857060355923748
241,562,-498.4268837759023,0,1,0,0.9988812708811629,562,24936.235759529456,0.014495671871510317
242,929,-491.3657665011189,0,1,0,0.998309892801171,921,24202.788822478407,0.013744447456971162
243,1335,-507.50422750316534,0,1,0,0.9996087727146173,1302,21571.831704843502,0.009573552021054216
244,1552,-515.9919647881732,0,1,0,0.9994243848793067,1552,23769.30219088507,0.008236176051177059
245,1502,-495.38544166539157,0,1,0,0.9988321087469018,1290,23496.106184754266,0.008870544544617644
246,1601,-531.3154462917603,0,1,0,0.9990179404204558,1601,18838.409107306485,0.008672404807062252
247,1860,-526.8284695359376,0,1,0,0.9956169768444266,1816,20667.051248582917,0.008819364600530191
248,836,-513.3516321677334,0,1,0,0.9993956237221131,836,22926.587586482954,0.009896320208860958
249,1340,-520.0590225743397,0,1,0,0.9967203518976459,1340,19422.31310942835,0.008120662073465623
250,881,-516.763128626183,0,1,0,0.9979680070217735,881,26212.63205693965,0.008730667469848456
251,1273,-502.52366808319664,0,1,0,0.999125894169602,1273,20285.584993267108,0.008974644638917919
252,635,-513.7479932781738,0,1,0,0.9997570604540744,635,25630.509801926783,0.009688210340238463
253,2119,-617.1366643880198,0,1,0,0.9996271555023798,2119,20162.87245287323,0.00855232324944792
254,2226,-537.292194716644,0,1,0,0.9971745782627255,2146,17398.27801333815,0.008636206741002713
255,1094,-508.8620129059845,0,1,0,0.9993098931658853,1094,27436.751373811836,0.009360611948533227
256,3880,-625.6960995502466,0,0,1,1.0890572642173695,3524,6106.081527052565,0.007109564726619061
257,3804,-627.7571742346264,0,0,1,1.3526365856972733,3541,2583.3945717026722,0.00745875138357113
258,1453,-557.8180395339451,0,1,0,0.9969182406625151,1453,22184.742171506743,0.00680926035366349
259,2552,-612.9635585847961,0,1,0,0.9969543568961745,2552,14234.08229665486,0.007883058103788077
260,2896,-671.863988941577,0,1,0,0.9998795744682925,2804,19028.71528105214,0.006416588191433101
261,3999,-190.6038467584764,0,0,0,1.1247522116309834,3955,8378.774502387498,0.006428302758256002
262,285,-495.89174717181584,0,0,1,2.297617079703621,285,36141.349475295705,0.00847915402298537
263,301,-492.8746346297986,0,0,1,2.7955254820687863,279,30856.237884214057,0.008706999529981054
264,1659,-581.0743997717108,0,1,0,0.9978002793017311,1659,18646.289319063035,0.009720740101240483
265,3999,-154.89438298493945,0,0,0,1.4640639080793,3999,7171.648448961187,0.0057348751604197395
266,3369,-731.9544743388549,0,0,1,1.0648455984912786,3369,23550.237999213747,0.002295979621063426
267,2162,-594.4208976658512,0,1,0,0.9993742414542618,2162,11155.349065461765,0.008781795894552724
268,2401,-580.4301865083504,0,0,1,1.3131409217505547,2158,33152.17894553404,0.0027961590243074513
269,3817,-676.5800820156117,0,0,1,1.010973352942061,3474,23010.812126308494,0.003806083398637195
270,1041,-531.5287999236488,0,0,1,3.3804411954560223,481,34513.568698851086,-0.0018629717304608048
271,2494,-602.309093185785,0,0,1,1.2134340407563642,2494,17704.029368250543,0.006751885456229153
272,250,-503.42438391058994,0,0,1,4.283668005828058,0,38312.23266196872,0.0017620502288866818
273,401,-489.80711750612846,0,0,1,3.1301911088242766,181,35180.69275222202,0.010142672657000293
274,913,-543.1897816330529,0,1,0,0.9981651964807963,913,26276.124612116957,0.007146414616449053
275,3999,-154.26614035861644,0,0,0,1.035823377870099,3999,4951.395828151409,0.00704099054492929
276,638,-510.4549236706127,0,1,0,0.9994886942209188,638,31088.86784652441,0.009584552402655067
277,571,-511.58842761140227,0,1,0,0.9995481885464607,571,27301.628506766116,0.009520534048659983
278,397,-510.54842450757684,0,1,0,0.9995969695946105,397,26943.188485154857,0.010663496087083488
279,2066,-624.4397954162364,0,0,1,1.2563844753554272,2066,31730.233133714686,-0.000330754922646181
280,604,-517.8187077421627,0,1,0,0.9995786828683136,604,26729.012188647994,0.011879384242746207
281,303,-503.1534134703501,0,0,1,2.7822388324722693,303,34508.9725106265,0.003958993749631756
282,2084,-592.2069927898013,0,0,1,2.0704208483098165,1262,38980.069339381545,-0.002290020526060467
283,782,-550.7646419404975,0,0,1,1.9675335878227078,782,37318.715716660954,-0.0023265455837267624
284,803,-526.5947410285231,0,0,1,2.4843586404630225,803,37109.8070892788,0.0006582046075161523
285,404,-513.8759069227223,0,0,1,1.5841563039557234,404,33354.936012446546,0.006952930663167811
286,1528,-560.7108442319411,0,0,1,2.3636471172137816,1125,36247.15392204519,-0.001969993647410818
287,3793,-695.2368905832361,0,0,1,1.3390602179771243,3555,33944.78834344752,0.0011188883455042111
288,216,-497.86791185002164,0,0,1,4.541433997496713,0,37341.62653372456,0.0049245976696586985
289,589,-513.4537545048469,0,1,0,0.9994623743012399,589,30397.25778985274,0.01022722023211097
290,2676,-628.1238430031533,0,0,1,1.1501834772920447,2676,29633.749331644267,0.0036180651562504407
291,2962,-687.150481761397,0,0,1,1.3581380936196095,2962,27763.85196914605,0.0016074392506354915
